numeroOrden,masaAcumulada,densidad,temperatura,caudal
154,393,1,1,11
154,394,1,1,11
154,395,1,1,11
154,396,1,1,11
154,397,1,1,11
154,398,1,1,11
154,399,1,1,11
154,400,1,1,11
154,401,1,1,11
154,402,1,1,11
154,403,1,1,11
154,404,1,1,11
154,405,1,1,11
154,406,1,1,11
154,407,1,1,11
154,408,1,1,11
154,409,1,1,11
154,410,1,1,11
154,411,1,1,11
154,412,1,1,11
154,413,1,1,11
154,414,1,1,11
154,415,1,1,11
154,416,1,1,11
154,417,1,1,11
154,418,1,1,11
154,419,1,1,11
154,420,1,1,11
154,421,1,1,11
154,422,1,1,11
154,423,1,1,11
154,424,1,1,11
154,425,1,1,11
154,426,1,1,11
154,427,1,1,11
154,428,1,1,11
154,429,1,1,11
154,430,1,1,11
154,431,1,1,11
154,432,1,1,11
154,433,1,1,11
154,434,1,1,11
154,435,1,1,11
154,436,1,1,11
154,437,1,1,11
154,438,1,1,11
154,439,1,1,11
154,440,1,1,11
154,441,1,1,11
154,442,1,1,11
154,443,1,1,11
154,444,1,1,11
154,445,1,1,11
154,446,1,1,11
154,447,1,1,11
154,448,1,1,11
154,449,1,1,11
154,450,1,1,11
154,451,1,1,11
154,452,1,1,11
154,453,1,1,11
154,454,1,1,11
154,455,1,1,11
154,456,1,1,11
154,457,1,1,11
154,458,1,1,11
154,459,1,1,11
154,460,1,1,11
154,461,1,1,11
154,462,1,1,11
154,463,1,1,11
154,464,1,1,11
154,465,1,1,11
154,466,1,1,11
154,467,1,1,11
154,468,1,1,11
154,469,1,1,11
154,470,1,1,11
154,471,1,1,11
154,472,1,1,11
154,473,1,1,11
154,474,1,1,11
154,475,1,1,11
154,476,1,1,11
154,477,1,1,11
154,478,1,1,11
154,479,1,1,11
154,480,1,1,11
154,481,1,1,11
154,482,1,1,11
154,483,1,1,11
154,484,1,1,11
154,485,1,1,11
154,486,1,1,11
154,487,1,1,11
154,488,1,1,11
154,489,1,1,11
154,490,1,1,11
154,491,1,1,11
154,492,1,1,11
154,493,1,1,11
154,494,1,1,11
154,495,1,1,11
154,496,1,1,11
154,497,1,1,11
154,498,1,1,11
154,499,1,1,11
154,500,1,1,11
154,501,1,1,11
154,502,1,1,11
154,503,1,1,11
154,504,1,1,11
154,505,1,1,11
154,506,1,1,11
154,507,1,1,11
154,508,1,1,11
154,509,1,1,11
154,510,1,1,11
154,511,1,1,11
154,512,1,1,11
154,513,1,1,11
154,514,1,1,11
154,515,1,1,11
154,516,1,1,11
154,517,1,1,11
154,518,1,1,11
154,519,1,1,11
154,520,1,1,11
154,521,1,1,11
154,522,1,1,11
154,523,1,1,11
154,524,1,1,11
154,525,1,1,11
154,526,1,1,11
154,527,1,1,11
154,528,1,1,11
154,529,1,1,11
154,530,1,1,11
154,531,1,1,11
154,532,1,1,11
154,533,1,1,11
154,534,1,1,11
154,535,1,1,11
154,536,1,1,11
154,537,1,1,11
154,538,1,1,11
154,539,1,1,11
154,540,1,1,11
154,541,1,1,11
154,542,1,1,11
154,543,1,1,11
154,544,1,1,11
154,545,1,1,11
154,546,1,1,11
154,547,1,1,11
154,548,1,1,11
154,549,1,1,11
154,550,1,1,11
154,551,1,1,11
154,552,1,1,11
154,553,1,1,11
154,554,1,1,11
154,555,1,1,11
154,556,1,1,11
154,557,1,1,11
154,558,1,1,11
154,559,1,1,11
154,560,1,1,11
154,561,1,1,11
154,562,1,1,11
154,563,1,1,11
154,564,1,1,11
154,565,1,1,11
154,566,1,1,11
154,567,1,1,11
154,568,1,1,11
154,569,1,1,11
154,570,1,1,11
154,571,1,1,11
154,572,1,1,11
154,573,1,1,11
154,574,1,1,11
154,575,1,1,11
154,576,1,1,11
154,577,1,1,11
154,578,1,1,11
154,579,1,1,11
154,580,1,1,11
154,581,1,1,11
154,582,1,1,11
154,583,1,1,11
154,584,1,1,11
154,585,1,1,11
154,586,1,1,11
154,587,1,1,11
154,588,1,1,11
154,589,1,1,11
154,590,1,1,11
154,591,1,1,11
154,592,1,1,11
154,593,1,1,11
154,594,1,1,11
154,595,1,1,11
154,596,1,1,11
154,597,1,1,11
154,598,1,1,11
154,599,1,1,11
154,600,1,1,11
154,601,1,1,11
154,602,1,1,11
154,603,1,1,11
154,604,1,1,11
154,605,1,1,11
154,606,1,1,11
154,607,1,1,11
154,608,1,1,11
154,609,1,1,11
154,610,1,1,11
154,611,1,1,11
154,612,1,1,11
154,613,1,1,11
154,614,1,1,11
154,615,1,1,11
154,616,1,1,11
154,617,1,1,11
154,618,1,1,11
154,619,1,1,11
154,620,1,1,11
154,621,1,1,11
154,622,1,1,11
154,623,1,1,11
154,624,1,1,11
154,625,1,1,11
154,626,1,1,11
154,627,1,1,11
154,628,1,1,11
154,629,1,1,11
154,630,1,1,11
154,631,1,1,11
154,632,1,1,11
154,633,1,1,11
154,634,1,1,11
154,635,1,1,11
154,636,1,1,11
154,637,1,1,11
154,638,1,1,11
154,639,1,1,11
154,640,1,1,11
154,641,1,1,11
154,642,1,1,11
154,643,1,1,11
154,644,1,1,11
154,645,1,1,11
154,646,1,1,11
154,647,1,1,11
154,648,1,1,11
154,649,1,1,11
154,650,1,1,11
154,651,1,1,11
154,652,1,1,11
154,653,1,1,11
154,654,1,1,11
154,655,1,1,11
154,656,1,1,11
154,657,1,1,11
154,658,1,1,11
154,659,1,1,11
154,660,1,1,11
154,661,1,1,11
154,662,1,1,11
154,663,1,1,11
154,664,1,1,11
154,665,1,1,11
154,666,1,1,11
154,667,1,1,11
154,668,1,1,11
154,669,1,1,11
154,670,1,1,11
154,671,1,1,11
154,672,1,1,11
154,673,1,1,11
154,674,1,1,11
154,675,1,1,11
154,676,1,1,11
154,677,1,1,11
154,678,1,1,11
154,679,1,1,11
154,680,1,1,11
154,681,1,1,11
154,682,1,1,11
154,683,1,1,11
154,684,1,1,11
154,685,1,1,11
154,686,1,1,11
154,687,1,1,11
154,688,1,1,11
154,689,1,1,11
154,690,1,1,11
154,691,1,1,11
154,692,1,1,11
154,693,1,1,11
154,694,1,1,11
154,695,1,1,11
154,696,1,1,11
154,697,1,1,11
154,698,1,1,11
154,699,1,1,11
154,700,1,1,11
154,701,1,1,11
154,702,1,1,11
154,703,1,1,11
154,704,1,1,11
154,705,1,1,11
154,706,1,1,11
154,707,1,1,11
154,708,1,1,11
154,709,1,1,11
154,710,1,1,11
154,711,1,1,11
154,712,1,1,11
154,713,1,1,11
154,714,1,1,11
154,715,1,1,11
154,716,1,1,11
154,717,1,1,11
154,718,1,1,11
154,719,1,1,11
154,720,1,1,11
154,721,1,1,11
154,722,1,1,11
154,723,1,1,11
154,724,1,1,11
154,725,1,1,11
154,726,1,1,11
154,727,1,1,11
154,728,1,1,11
154,729,1,1,11
154,730,1,1,11
154,731,1,1,11
154,732,1,1,11
154,733,1,1,11
154,734,1,1,11
154,735,1,1,11
154,736,1,1,11
154,737,1,1,11
154,738,1,1,11
154,739,1,1,11
154,740,1,1,11
154,741,1,1,11
154,742,1,1,11
154,743,1,1,11
154,744,1,1,11
154,745,1,1,11
154,746,1,1,11
154,747,1,1,11
154,748,1,1,11
154,749,1,1,11
154,750,1,1,11
154,751,1,1,11
154,752,1,1,11
154,753,1,1,11
154,754,1,1,11
154,755,1,1,11
154,756,1,1,11
154,757,1,1,11
154,758,1,1,11
154,759,1,1,11
154,760,1,1,11
154,761,1,1,11
154,762,1,1,11
154,763,1,1,11
154,764,1,1,11
154,765,1,1,11
154,766,1,1,11
154,767,1,1,11
154,768,1,1,11
154,769,1,1,11
154,770,1,1,11
154,771,1,1,11
154,772,1,1,11
154,773,1,1,11
154,774,1,1,11
154,775,1,1,11
154,776,1,1,11
154,777,1,1,11
154,778,1,1,11
154,779,1,1,11
154,780,1,1,11
154,781,1,1,11
154,782,1,1,11
154,783,1,1,11
154,784,1,1,11
154,785,1,1,11
154,786,1,1,11
154,787,1,1,11
154,788,1,1,11
154,789,1,1,11
154,790,1,1,11
154,791,1,1,11
154,792,1,1,11
154,793,1,1,11
154,794,1,1,11
154,795,1,1,11
154,796,1,1,11
154,797,1,1,11
154,798,1,1,11
154,799,1,1,11
154,800,1,1,11
154,801,1,1,11
154,802,1,1,11
154,803,1,1,11
154,804,1,1,11
154,805,1,1,11
154,806,1,1,11
154,807,1,1,11
154,808,1,1,11
154,809,1,1,11
154,810,1,1,11
154,811,1,1,11
154,812,1,1,11
154,813,1,1,11
154,814,1,1,11
154,815,1,1,11
154,816,1,1,11
154,817,1,1,11
154,818,1,1,11
154,819,1,1,11
154,820,1,1,11
154,821,1,1,11
154,822,1,1,11
154,823,1,1,11
154,824,1,1,11
154,825,1,1,11
154,826,1,1,11
154,827,1,1,11
154,828,1,1,11
154,829,1,1,11
154,830,1,1,11
154,831,1,1,11
154,832,1,1,11
154,833,1,1,11
154,834,1,1,11
154,835,1,1,11
154,836,1,1,11
154,837,1,1,11
154,838,1,1,11
154,839,1,1,11
154,840,1,1,11
154,841,1,1,11
154,842,1,1,11
154,843,1,1,11
154,844,1,1,11
154,845,1,1,11
154,846,1,1,11
154,847,1,1,11
154,848,1,1,11
154,849,1,1,11
154,850,1,1,11
154,851,1,1,11
154,852,1,1,11
154,853,1,1,11
154,854,1,1,11
154,855,1,1,11
154,856,1,1,11
154,857,1,1,11
154,858,1,1,11
154,859,1,1,11
154,860,1,1,11
154,861,1,1,11
154,862,1,1,11
154,863,1,1,11
154,864,1,1,11
154,865,1,1,11
154,866,1,1,11
154,867,1,1,11
154,868,1,1,11
154,869,1,1,11
154,870,1,1,11
154,871,1,1,11
154,872,1,1,11
154,873,1,1,11
154,874,1,1,11
154,875,1,1,11
154,876,1,1,11
154,877,1,1,11
154,878,1,1,11
154,879,1,1,11
154,880,1,1,11
154,881,1,1,11
154,882,1,1,11
154,883,1,1,11
154,884,1,1,11
154,885,1,1,11
154,886,1,1,11
154,887,1,1,11
154,888,1,1,11
154,889,1,1,11
154,890,1,1,11
154,891,1,1,11
154,892,1,1,11
154,893,1,1,11
154,894,1,1,11
154,895,1,1,11
154,896,1,1,11
154,897,1,1,11
154,898,1,1,11
154,899,1,1,11
154,900,1,1,11
154,901,1,1,11
154,902,1,1,11
154,903,1,1,11
154,904,1,1,11
154,905,1,1,11
154,906,1,1,11
154,907,1,1,11
154,908,1,1,11
154,909,1,1,11
154,910,1,1,11
154,911,1,1,11
154,912,1,1,11
154,913,1,1,11
154,914,1,1,11
154,915,1,1,11
154,916,1,1,11
154,917,1,1,11
154,918,1,1,11
154,919,1,1,11
154,920,1,1,11
154,921,1,1,11
154,922,1,1,11
154,923,1,1,11
154,924,1,1,11
154,925,1,1,11
154,926,1,1,11
154,927,1,1,11
154,928,1,1,11
154,929,1,1,11
154,930,1,1,11
154,931,1,1,11
154,932,1,1,11
154,933,1,1,11
154,934,1,1,11
154,935,1,1,11
154,936,1,1,11
154,937,1,1,11
154,938,1,1,11
154,939,1,1,11
154,940,1,1,11
154,941,1,1,11
154,942,1,1,11
154,943,1,1,11
154,944,1,1,11
154,945,1,1,11
154,946,1,1,11
154,947,1,1,11
154,948,1,1,11
154,949,1,1,11
154,950,1,1,11
154,951,1,1,11
154,952,1,1,11
154,953,1,1,11
154,954,1,1,11
154,955,1,1,11
154,956,1,1,11
154,957,1,1,11
154,958,1,1,11
154,959,1,1,11
154,960,1,1,11
154,961,1,1,11
154,962,1,1,11
154,963,1,1,11
154,964,1,1,11
154,965,1,1,11
154,966,1,1,11
154,967,1,1,11
154,968,1,1,11
154,969,1,1,11
154,970,1,1,11
154,971,1,1,11
154,972,1,1,11
154,973,1,1,11
154,974,1,1,11
154,975,1,1,11
154,976,1,1,11
154,977,1,1,11
154,978,1,1,11
154,979,1,1,11
154,980,1,1,11
154,981,1,1,11
154,982,1,1,11
154,983,1,1,11
154,984,1,1,11
154,985,1,1,11
154,986,1,1,11
154,987,1,1,11
154,988,1,1,11
154,989,1,1,11
154,990,1,1,11
154,991,1,1,11
154,992,1,1,11
154,993,1,1,11
154,994,1,1,11
154,995,1,1,11
154,996,1,1,11
154,997,1,1,11
154,998,1,1,11
154,999,1,1,11
154,1000,1,1,11
154,1001,1,1,11
154,1002,1,1,11
154,1003,1,1,11
154,1004,1,1,11
154,1005,1,1,11
154,1006,1,1,11
154,1007,1,1,11
154,1008,1,1,11
154,1009,1,1,11
154,1010,1,1,11
154,1011,1,1,11
154,1012,1,1,11
154,1013,1,1,11
154,1014,1,1,11
154,1015,1,1,11
154,1016,1,1,11
154,1017,1,1,11
154,1018,1,1,11
154,1019,1,1,11
154,1020,1,1,11
154,1021,1,1,11
154,1022,1,1,11
154,1023,1,1,11
154,1024,1,1,11
154,1025,1,1,11
154,1026,1,1,11
154,1027,1,1,11
154,1028,1,1,11
154,1029,1,1,11
154,1030,1,1,11
154,1031,1,1,11
154,1032,1,1,11
154,1033,1,1,11
154,1034,1,1,11
154,1035,1,1,11
154,1036,1,1,11
154,1037,1,1,11
154,1038,1,1,11
154,1039,1,1,11
154,1040,1,1,11
154,1041,1,1,11
154,1042,1,1,11
154,1043,1,1,11
154,1044,1,1,11
154,1045,1,1,11
154,1046,1,1,11
154,1047,1,1,11
154,1048,1,1,11
154,1049,1,1,11
154,1050,1,1,11
154,1051,1,1,11
154,1052,1,1,11
154,1053,1,1,11
154,1054,1,1,11
154,1055,1,1,11
154,1056,1,1,11
154,1057,1,1,11
154,1058,1,1,11
154,1059,1,1,11
154,1060,1,1,11
154,1061,1,1,11
154,1062,1,1,11
154,1063,1,1,11
154,1064,1,1,11
154,1065,1,1,11
154,1066,1,1,11
154,1067,1,1,11
154,1068,1,1,11
154,1069,1,1,11
154,1070,1,1,11
154,1071,1,1,11
154,1072,1,1,11
154,1073,1,1,11
154,1074,1,1,11
154,1075,1,1,11
154,1076,1,1,11
154,1077,1,1,11
154,1078,1,1,11
154,1079,1,1,11
154,1080,1,1,11
154,1081,1,1,11
154,1082,1,1,11
154,1083,1,1,11
154,1084,1,1,11
154,1085,1,1,11
154,1086,1,1,11
154,1087,1,1,11
154,1088,1,1,11
154,1089,1,1,11
154,1090,1,1,11
154,1091,1,1,11
154,1092,1,1,11
154,1093,1,1,11
154,1094,1,1,11
154,1095,1,1,11
154,1096,1,1,11
154,1097,1,1,11
154,1098,1,1,11
154,1099,1,1,11
154,1100,1,1,11
154,1101,1,1,11
154,1102,1,1,11
154,1103,1,1,11
154,1104,1,1,11
154,1105,1,1,11
154,1106,1,1,11
154,1107,1,1,11
154,1108,1,1,11
154,1109,1,1,11
154,1110,1,1,11
154,1111,1,1,11
154,1112,1,1,11
154,1113,1,1,11
154,1114,1,1,11
154,1115,1,1,11
154,1116,1,1,11
154,1117,1,1,11
154,1118,1,1,11
154,1119,1,1,11
154,1120,1,1,11
154,1121,1,1,11
154,1122,1,1,11
154,1123,1,1,11
154,1124,1,1,11
154,1125,1,1,11
154,1126,1,1,11
154,1127,1,1,11
154,1128,1,1,11
154,1129,1,1,11
154,1130,1,1,11
154,1131,1,1,11
154,1132,1,1,11
154,1133,1,1,11
154,1134,1,1,11
154,1135,1,1,11
154,1136,1,1,11
154,1137,1,1,11
154,1138,1,1,11
154,1139,1,1,11
154,1140,1,1,11
154,1141,1,1,11
154,1142,1,1,11
154,1143,1,1,11
154,1144,1,1,11
154,1145,1,1,11
154,1146,1,1,11
154,1147,1,1,11
154,1148,1,1,11
154,1149,1,1,11
154,1150,1,1,11
154,1151,1,1,11
154,1152,1,1,11
154,1153,1,1,11
154,1154,1,1,11
154,1155,1,1,11
154,1156,1,1,11
154,1157,1,1,11
154,1158,1,1,11
154,1159,1,1,11
154,1160,1,1,11
154,1161,1,1,11
154,1162,1,1,11
154,1163,1,1,11
154,1164,1,1,11
154,1165,1,1,11
154,1166,1,1,11
154,1167,1,1,11
154,1168,1,1,11
154,1169,1,1,11
154,1170,1,1,11
154,1171,1,1,11
154,1172,1,1,11
154,1173,1,1,11
154,1174,1,1,11
154,1175,1,1,11
154,1176,1,1,11
154,1177,1,1,11
154,1178,1,1,11
154,1179,1,1,11
154,1180,1,1,11
154,1181,1,1,11
154,1182,1,1,11
154,1183,1,1,11
154,1184,1,1,11
154,1185,1,1,11
154,1186,1,1,11
154,1187,1,1,11
154,1188,1,1,11
154,1189,1,1,11
154,1190,1,1,11
154,1191,1,1,11
154,1192,1,1,11
154,1193,1,1,11
154,1194,1,1,11
154,1195,1,1,11
154,1196,1,1,11
154,1197,1,1,11
154,1198,1,1,11
154,1199,1,1,11
154,1200,1,1,11
154,1201,1,1,11
154,1202,1,1,11
154,1203,1,1,11
154,1204,1,1,11
154,1205,1,1,11
154,1206,1,1,11
154,1207,1,1,11
154,1208,1,1,11
154,1209,1,1,11
154,1210,1,1,11
154,1211,1,1,11
154,1212,1,1,11
154,1213,1,1,11
154,1214,1,1,11
154,1215,1,1,11
154,1216,1,1,11
154,1217,1,1,11
154,1218,1,1,11
154,1219,1,1,11
154,1220,1,1,11
154,1221,1,1,11
154,1222,1,1,11
154,1223,1,1,11
154,1224,1,1,11
154,1225,1,1,11
154,1226,1,1,11
154,1227,1,1,11
154,1228,1,1,11
154,1229,1,1,11
154,1230,1,1,11
154,1231,1,1,11
154,1232,1,1,11
154,1233,1,1,11
154,1234,1,1,11
154,1235,1,1,11
154,1236,1,1,11
154,1237,1,1,11
154,1238,1,1,11
154,1239,1,1,11
154,1240,1,1,11
154,1241,1,1,11
154,1242,1,1,11
154,1243,1,1,11
154,1244,1,1,11
154,1245,1,1,11
154,1246,1,1,11
154,1247,1,1,11
154,1248,1,1,11
154,1249,1,1,11
154,1250,1,1,11
154,1251,1,1,11
154,1252,1,1,11
154,1253,1,1,11
154,1254,1,1,11
154,1255,1,1,11
154,1256,1,1,11
154,1257,1,1,11
154,1258,1,1,11
154,1259,1,1,11
154,1260,1,1,11
154,1261,1,1,11
154,1262,1,1,11
154,1263,1,1,11
154,1264,1,1,11
154,1265,1,1,11
154,1266,1,1,11
154,1267,1,1,11
154,1268,1,1,11
154,1269,1,1,11
154,1270,1,1,11
154,1271,1,1,11
154,1272,1,1,11
154,1273,1,1,11
154,1274,1,1,11
154,1275,1,1,11
154,1276,1,1,11
154,1277,1,1,11
154,1278,1,1,11
154,1279,1,1,11
154,1280,1,1,11
154,1281,1,1,11
154,1282,1,1,11
154,1283,1,1,11
154,1284,1,1,11
154,1285,1,1,11
154,1286,1,1,11
154,1287,1,1,11
154,1288,1,1,11
154,1289,1,1,11
154,1290,1,1,11
154,1291,1,1,11
154,1292,1,1,11
154,1293,1,1,11
154,1294,1,1,11
154,1295,1,1,11
154,1296,1,1,11
154,1297,1,1,11
154,1298,1,1,11
154,1299,1,1,11
154,1300,1,1,11
154,1301,1,1,11
154,1302,1,1,11
154,1303,1,1,11
154,1304,1,1,11
154,1305,1,1,11
154,1306,1,1,11
154,1307,1,1,11
154,1308,1,1,11
154,1309,1,1,11
154,1310,1,1,11
154,1311,1,1,11
154,1312,1,1,11
154,1313,1,1,11
154,1314,1,1,11
154,1315,1,1,11
154,1316,1,1,11
154,1317,1,1,11
154,1318,1,1,11
154,1319,1,1,11
154,1320,1,1,11
154,1321,1,1,11
154,1322,1,1,11
154,1323,1,1,11
154,1324,1,1,11
154,1325,1,1,11
154,1326,1,1,11
154,1327,1,1,11
154,1328,1,1,11
154,1329,1,1,11
154,1330,1,1,11
154,1331,1,1,11
154,1332,1,1,11
154,1333,1,1,11
154,1334,1,1,11
154,1335,1,1,11
154,1336,1,1,11
154,1337,1,1,11
154,1338,1,1,11
154,1339,1,1,11
154,1340,1,1,11
154,1341,1,1,11
154,1342,1,1,11
154,1343,1,1,11
154,1344,1,1,11
154,1345,1,1,11
154,1346,1,1,11
154,1347,1,1,11
154,1348,1,1,11
154,1349,1,1,11
154,1350,1,1,11
154,1351,1,1,11
154,1352,1,1,11
154,1353,1,1,11
154,1354,1,1,11
154,1355,1,1,11
154,1356,1,1,11
154,1357,1,1,11
154,1358,1,1,11
